object_id,canonical_name,main_category,subcategory,district,address,phone,website,rating,reviews,canonical_lat,canonical_lng,google_lat,google_lng,yandex_lat,yandex_lng,dgis_lat,dgis_lng,osm_lat,osm_lng,google_place_id,yandex_object_id,dgis_object_id,osm_id,primary_source,source_url,source_count,coordinate_accuracy,data_confidence,operating_status,verification_status,geometry_type,admin_comment,data_collected_at
SEED000001,Saray,business_center,,Shaykhantakhur,"улица Фараби, 463, Tashkent",,,4.9,2,41.348931,69.17909,,,,,41.348931,69.17909,,,,,70000001040070114,,2GIS,https://2gis.uz/tashkent/firm/70000001040070114,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000002,"Seoul Plaza",business_center,,Mirabad,"Шахрисабзская улица, 5а, Tashkent",,,4.7,5,41.305414,69.283343,,,,,41.305414,69.283343,,,,,70000001059344569,,2GIS,https://2gis.uz/tashkent/firm/70000001059344569,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000003,IBC,business_center,,Yunusabad,"проспект Амира Темура, 107Б, Tashkent",,,5,2,41.336322,69.282408,,,,,41.336322,69.282408,,,,,70000001113282037,,2GIS,https://2gis.uz/tashkent/firm/70000001113282037,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000004,Orient,business_center,,Yunusabad,"Алайский базар тупик, 64, Tashkent",,,4.5,4,41.320618,69.283505,,,,,41.320618,69.283505,,,,,70000001050242711,,2GIS,https://2gis.uz/tashkent/firm/70000001050242711,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000005,"Modera Towers",business_center,,Yakkasaray,"улица Шота Руставели, 19, Tashkent",,,2.3,1,41.292783,69.263615,,,,,41.292783,69.263615,,,,,70000001109884539,,2GIS,https://2gis.uz/tashkent/firm/70000001109884539,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000006,Diamond,business_center,,Yunusabad,"улица Абдуллы Кадыри, 39, Tashkent",,,4.9,1,41.321516,69.286544,,,,,41.321516,69.286544,,,,,70000001101908068,,2GIS,https://2gis.uz/tashkent/firm/70000001101908068,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000007,"Yunusabad Gallery",business_center,,Yunusabad,"Юнусабад 4-й квартал, 84, Tashkent",,,4.9,9,41.370403,69.275931,,,,,41.370403,69.275931,,,,,70000001101376084,,2GIS,https://2gis.uz/tashkent/firm/70000001101376084,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000008,Kayan,business_center,,Yashnabad,"Махтумкули, 1, Tashkent",,,5,3,41.304509,69.306941,,,,,41.304509,69.306941,,,,,70000001102796138,,2GIS,https://2gis.uz/tashkent/firm/70000001102796138,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000009,"Trilliant by Covex",business_center,,Mirzo-Ulugbek,"Шахрисабзская улица, 2, Tashkent",,,,,41.315878,69.28243,,,,,41.315878,69.28243,,,,,70000001105745404,,2GIS,https://2gis.uz/tashkent/firm/70000001105745404,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000010,Central,business_center,,Yunusabad,"Осиё улица, 86а, Tashkent",,,4.8,3,41.328458,69.279907,,,,,41.328458,69.279907,,,,,70000001090600507,,2GIS,https://2gis.uz/tashkent/firm/70000001090600507,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000011,"Forum Business Center",business_center,,Yunusabad,"проспект Шарафа Рашидова, 16, Tashkent",,,,,41.317716,69.272246,,,,,41.317716,69.272246,,,,,70000001111522859,,2GIS,https://2gis.uz/tashkent/firm/70000001111522859,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000012,"Vega business center",business_center,,Yakkasaray,"улица Шота Руставели, 150, Tashkent",,,4.8,14,41.260011,69.223724,,,,,41.260011,69.223724,,,,,70000001038927257,,2GIS,https://2gis.uz/tashkent/firm/70000001038927257,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000013,"UzOman Square",business_center,,Yunusabad,"проспект Амира Темура, 88а, Tashkent",,,4.7,2,41.333788,69.284913,,,,,41.333788,69.284913,,,,,70000001037888448,,2GIS,https://2gis.uz/tashkent/firm/70000001037888448,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Real Estate Investment LLC","2026-07-19 00:15:46"
SEED000014,Dmaar,business_center,,Mirabad,"улица Афрасиаб, 8а, Tashkent",,,4,5,41.299137,69.271408,,,,,41.299137,69.271408,,,,,70000001052962346,,2GIS,https://2gis.uz/tashkent/firm/70000001052962346,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Afrosiyob Business Centre LLC","2026-07-19 00:15:46"
SEED000015,"Nest one by Covex",business_center,,Shaykhantakhur,"улица Батыра Закирова, 1/2, Tashkent",,,4.8,12,41.312064,69.25143,,,,,41.312064,69.25143,,,,,70000001039769060,,2GIS,https://2gis.uz/tashkent/firm/70000001039769060,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000016,"Falcom by Covex",business_center,,Mirabad,"Фидокор, 30, Tashkent",,,5,3,41.295714,69.274919,,,,,41.295714,69.274919,,,,,70000001096927011,,2GIS,https://2gis.uz/tashkent/firm/70000001096927011,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000017,Inkonel,business_center,,Mirzo-Ulugbek,"проспект Мустакиллик, 75, Tashkent",,,4.7,6,41.32098,69.300061,,,,,41.32098,69.300061,,,,,70000001038667807,,2GIS,https://2gis.uz/tashkent/firm/70000001038667807,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000018,"New Era",business_center,,Yakkasaray,"улица Шота Руставели, 44а, Tashkent",,,5,1,41.287444,69.25519,,,,,41.287444,69.25519,,,,,70000001109697524,,2GIS,https://2gis.uz/tashkent/firm/70000001109697524,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000019,Dukat,business_center,,Mirabad,"улица Афрасиаб, 12Б, Tashkent",,,,,41.300027,69.271239,,,,,41.300027,69.271239,,,,,70000001036910315,,2GIS,https://2gis.uz/tashkent/firm/70000001036910315,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000020,"Gross Plaza",business_center,,Mirabad,"улица Тараса Шевченко, 21а, Tashkent",,,4.8,15,41.297227,69.281701,,,,,41.297227,69.281701,,,,,70000001036548326,,2GIS,https://2gis.uz/tashkent/firm/70000001036548326,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Zomin Estate Management LLC","2026-07-19 00:15:46"
SEED000021,Platform,business_center,,Mirabad,"улица Туркистон, 12а, Tashkent",,,5,4,41.291786,69.284125,,,,,41.291786,69.284125,,,,,70000001065103459,,2GIS,https://2gis.uz/tashkent/firm/70000001065103459,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000022,"New level",business_center,,Mirabad,"улица Тараса Шевченко, 23, Tashkent",,,5,2,41.296125,69.282485,,,,,41.296125,69.282485,,,,,70000001036723009,,2GIS,https://2gis.uz/tashkent/firm/70000001036723009,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Sion Group LLC","2026-07-19 00:15:46"
SEED000023,Neus,business_center,,Chilanzar,"Чиланзар 2-й квартал, 76, Tashkent",,,5,1,41.27527,69.223869,,,,,41.27527,69.223869,,,,,70000001060352410,,2GIS,https://2gis.uz/tashkent/firm/70000001060352410,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Hope Power LLC","2026-07-19 00:15:46"
SEED000024,"Avalon Group",business_center,,Mirabad,"улица Айбека, 38а, Tashkent",,,4.9,1,41.291441,69.280374,,,,,41.291441,69.280374,,,,,70000001036816049,,2GIS,https://2gis.uz/tashkent/firm/70000001036816049,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Renaissance Investment LLC","2026-07-19 00:15:46"
SEED000025,"UzOman tower",business_center,,Yunusabad,"проспект Амира Темура, 95а, Tashkent",,,4.8,3,41.332781,69.283758,,,,,41.332781,69.283758,,,,,70000001036721802,,2GIS,https://2gis.uz/tashkent/firm/70000001036721802,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000026,"Order plaza",business_center,,Yunusabad,"проспект Шарафа Рашидова, 69, Tashkent",,,,,41.334049,69.278174,,,,,41.334049,69.278174,,,,,70000001098819876,,2GIS,https://2gis.uz/tashkent/firm/70000001098819876,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000027,"Solid Premium by Covex",business_center,,Yakkasaray,"Тафаккур, 68а, Tashkent",,,,,41.29224,69.257182,,,,,41.29224,69.257182,,,,,70000001102976569,,2GIS,https://2gis.uz/tashkent/firm/70000001102976569,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000028,Ideal,business_center,,Yakkasaray,"Нукусская улица, 46, Tashkent",,,5,1,41.281789,69.258145,,,,,41.281789,69.258145,,,,,70000001037098273,,2GIS,https://2gis.uz/tashkent/firm/70000001037098273,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000029,Grand,business_center,,Yakkasaray,"улица Шота Руставели, 12а, Tashkent",,,4.7,8,41.294212,69.264983,,,,,41.294212,69.264983,,,,,70000001036752033,,2GIS,https://2gis.uz/tashkent/firm/70000001036752033,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Grand Inter Building LLC","2026-07-19 00:15:46"
SEED000030,Oasis,business_center,,Mirzo-Ulugbek,"Салар буйи, 35а, Tashkent",,,4.9,3,41.326646,69.313353,,,,,41.326646,69.313353,,,,,70000001036789027,,2GIS,https://2gis.uz/tashkent/firm/70000001036789027,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Sirex Trade LLC","2026-07-19 00:15:46"
SEED000031,Sigma,business_center,,Mirabad,"Нукусская улица, 73а, Tashkent",,,5,2,41.289061,69.275141,,,,,41.289061,69.275141,,,,,70000001036788551,,2GIS,https://2gis.uz/tashkent/firm/70000001036788551,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Sigma Business Class LLC","2026-07-19 00:15:46"
SEED000032,Alpha,business_center,,Shaykhantakhur,"улица Зульфияхоним, 12 БЦ, Tashkent",,,4.8,5,41.331551,69.269032,,,,,41.331551,69.269032,,,,,70000001047010777,,2GIS,https://2gis.uz/tashkent/firm/70000001047010777,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000033,Darhan,business_center,,Mirzo-Ulugbek,"проспект Мустакиллик, 88а, Tashkent",,,4.7,10,41.31989,69.30058,,,,,41.31989,69.30058,,,,,70000001036500955,,2GIS,https://2gis.uz/tashkent/firm/70000001036500955,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: UPM Service","2026-07-19 00:15:46"
SEED000034,Galleon,business_center,,Mirzo-Ulugbek,Tashkent,,,5,1,41.318146,69.298991,,,,,41.318146,69.298991,,,,,70000001082610473,,2GIS,https://2gis.uz/tashkent/firm/70000001082610473,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000035,"Soho Ivliva",business_center,,Yakkasaray,"Кичик Миробод, 6, Tashkent",,,,,41.29178,69.263273,,,,,41.29178,69.263273,,,,,70000001104089319,,2GIS,https://2gis.uz/tashkent/firm/70000001104089319,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000036,"Ventum plaza",business_center,,Yakkasaray,"Абдуллы Каххара, 56а, Tashkent",,,,,41.27492,69.26346,,,,,41.27492,69.26346,,,,,70000001069053322,,2GIS,https://2gis.uz/tashkent/firm/70000001069053322,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000037,Sahara,business_center,,Yunusabad,"Малая кольцевая дорога, 18а/1, Tashkent",,,,,41.33273,69.287056,,,,,41.33273,69.287056,,,,,70000001063987394,,2GIS,https://2gis.uz/tashkent/firm/70000001063987394,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Sahara Business LLC","2026-07-19 00:15:46"
SEED000038,Arash,business_center,,Mirabad,"Саида Барака, 34, Tashkent",,,4.9,6,41.301706,69.288536,,,,,41.301706,69.288536,,,,,70000001036531446,,2GIS,https://2gis.uz/tashkent/firm/70000001036531446,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Great Blessing LLC","2026-07-19 00:15:46"
SEED000039,Inko,business_center,,Mirabad,"Фидокор, 32 бизнес-центр, Tashkent",,,5,2,41.295436,69.274357,,,,,41.295436,69.274357,,,,,70000001037129768,,2GIS,https://2gis.uz/tashkent/firm/70000001037129768,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000040,Missuri,business_center,,Mirzo-Ulugbek,"проспект Мустакиллик, 59а, Tashkent",,,5,1,41.319231,69.295528,,,,,41.319231,69.295528,,,,,70000001054328808,,2GIS,https://2gis.uz/tashkent/firm/70000001054328808,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000041,"Grand Trade",business_center,,Mirabad,"улица Афрасиаб, 4а, Tashkent",,,,,41.302123,69.268981,,,,,41.302123,69.268981,,,,,70000001059298880,,2GIS,https://2gis.uz/tashkent/firm/70000001059298880,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000042,"Nova Plaza",business_center,,Yunusabad,"улица Абдуллы Кадыри, 1/а, Tashkent",,,,,41.322027,69.283924,,,,,41.322027,69.283924,,,,,70000001093523390,,2GIS,https://2gis.uz/tashkent/firm/70000001093523390,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000043,Afrosiab,business_center,,Mirabad,"улица Афрасиаб, 14, Tashkent",,,,,41.299497,69.271803,,,,,41.299497,69.271803,,,,,70000001093365977,,2GIS,https://2gis.uz/tashkent/firm/70000001093365977,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000044,"Korea Uzbekistan Business Association",business_center,,Yunusabad,"проспект Амира Темура, 72а, Tashkent",,,,,41.330427,69.284676,,,,,41.330427,69.284676,,,,,70000001099379984,,2GIS,https://2gis.uz/tashkent/firm/70000001099379984,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000045,Panoramic,business_center,,Mirabad,"улица Афрасиаб, 6/1, Tashkent",,,5,4,41.30051,69.270003,,,,,41.30051,69.270003,,,,,70000001050369201,,2GIS,https://2gis.uz/tashkent/firm/70000001050369201,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000046,"Infinity Business Сenter by Covex",business_center,,Yashnabad,"Садыка Азимова 5-й проезд, 2 стр, Tashkent",,,,,41.301954,69.292065,,,,,41.301954,69.292065,,,,,70000001112345227,,2GIS,https://2gis.uz/tashkent/firm/70000001112345227,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000047,"Sapphire Business Center",business_center,,Mirabad,"Авлиё Ота, 50 стр, Tashkent",,,,,41.289189,69.281361,,,,,41.289189,69.281361,,,,,70000001104002509,,2GIS,https://2gis.uz/tashkent/firm/70000001104002509,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Construction Technology LLC","2026-07-19 00:15:46"
SEED000048,Summit,business_center,,Shaykhantakhur,Tashkent,,,,,41.317367,69.253115,,,,,41.317367,69.253115,,,,,70000001115054568,,2GIS,https://2gis.uz/tashkent/firm/70000001115054568,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000049,"New world",business_center,,Mirabad,"улица Айбека, 22, Tashkent",,,4.6,2,41.296006,69.27553,,,,,41.296006,69.27553,,,,,70000001037129785,,2GIS,https://2gis.uz/tashkent/firm/70000001037129785,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000050,Asrtec,business_center,,Mirabad,"улица Афрасиаб, 4Б, Tashkent",,,,,41.301795,69.269325,,,,,41.301795,69.269325,,,,,70000001040507777,,2GIS,https://2gis.uz/tashkent/firm/70000001040507777,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Afrosiyob Business Centre LLC","2026-07-19 00:15:46"
SEED000051,Авто,business_center,,Sergeli,"улица Янги Сергели, 56, Tashkent",,,5,1,41.251349,69.217833,,,,,41.251349,69.217833,,,,,70000001040199586,,2GIS,https://2gis.uz/tashkent/firm/70000001040199586,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000052,Chilonzor,business_center,,Chilanzar,"Чиланзар 1-й квартал, 6, Tashkent",,,,,41.286805,69.228145,,,,,41.286805,69.228145,,,,,70000001062690655,,2GIS,https://2gis.uz/tashkent/firm/70000001062690655,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000053,Mercury,business_center,,Yakkasaray,"Нукусская улица, 2Б, Tashkent",,,,,41.280712,69.256754,,,,,41.280712,69.256754,,,,,70000001043269008,,2GIS,https://2gis.uz/tashkent/firm/70000001043269008,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Renaissance Investment LLC","2026-07-19 00:15:46"
SEED000054,Muhtasham,business_center,,Yakkasaray,Tashkent,,,,,41.263821,69.220907,,,,,41.263821,69.220907,,,,,70000001105138468,,2GIS,https://2gis.uz/tashkent/firm/70000001105138468,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000055,"Aloqa klimkontrol",business_center,,Yakkasaray,"улица Бабура, 77, Tashkent",,,4.3,1,41.271444,69.260492,,,,,41.271444,69.260492,,,,,70000001069051805,,2GIS,https://2gis.uz/tashkent/firm/70000001069051805,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000056,"City line",business_center,,Yakkasaray,"Абдуллы Каххара 9-й проезд, 1а, Tashkent",,,4.9,2,41.271317,69.261823,,,,,41.271317,69.261823,,,,,70000001037359976,,2GIS,https://2gis.uz/tashkent/firm/70000001037359976,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000057,Status,business_center,,Yakkasaray,"Абдуллы Каххара 7-й проезд, 2, Tashkent",,,,,41.280062,69.268491,,,,,41.280062,69.268491,,,,,70000001101129170,,2GIS,https://2gis.uz/tashkent/firm/70000001101129170,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000058,"Korea Uzbekistan Business Centre",business_center,,Chilanzar,Tashkent,,,4.7,2,41.300384,69.247262,,,,,41.300384,69.247262,,,,,70000001098698555,,2GIS,https://2gis.uz/tashkent/firm/70000001098698555,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000059,Luxor,business_center,,Yakkasaray,"Абдуллы Каххара, 87, Tashkent",,,4.8,4,41.271072,69.264478,,,,,41.271072,69.264478,,,,,70000001062443590,,2GIS,https://2gis.uz/tashkent/firm/70000001062443590,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Elite House Developer LLC","2026-07-19 00:15:46"
SEED000060,Silver,business_center,,Mirabad,"Нукусская улица, 86/3, Tashkent",,,,,41.289227,69.272547,,,,,41.289227,69.272547,,,,,70000001036899774,,2GIS,https://2gis.uz/tashkent/firm/70000001036899774,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000061,"Nero Plaza",business_center,,Yakkasaray,"улица Шота Руставели, 12, Tashkent",,,3.3,1,41.294343,69.265435,,,,,41.294343,69.265435,,,,,70000001055819927,,2GIS,https://2gis.uz/tashkent/firm/70000001055819927,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000062,"Texnika loyiha",business_center,,Chilanzar,"Катартал, 25/1, Tashkent",,,,,41.294932,69.215525,,,,,41.294932,69.215525,,,,,70000001101107406,,2GIS,https://2gis.uz/tashkent/firm/70000001101107406,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000063,"UzBoom by Covex",business_center,,Yashnabad,"Ферганское шоссе, 23, Tashkent",,,,,41.286507,69.314959,,,,,41.286507,69.314959,,,,,70000001103499842,,2GIS,https://2gis.uz/tashkent/firm/70000001103499842,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000064,"Mervan center",business_center,,Sergeli,"улица Янги Сергели, 7/22, Tashkent",,,,,41.237978,69.213283,,,,,41.237978,69.213283,,,,,70000001104520460,,2GIS,https://2gis.uz/tashkent/firm/70000001104520460,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000065,Concord,business_center,,Mirzo-Ulugbek,"Катта Дархон, 25, Tashkent",,,,,41.33214,69.31183,,,,,41.33214,69.31183,,,,,70000001111403279,,2GIS,https://2gis.uz/tashkent/firm/70000001111403279,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000066,TUT,business_center,,Mirzo-Ulugbek,"Дархан 1-й проезд, 7, Tashkent",,,5,5,41.318493,69.299264,,,,,41.318493,69.299264,,,,,70000001076296449,,2GIS,https://2gis.uz/tashkent/firm/70000001076296449,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000067,"Nova Minor",business_center,,Yunusabad,"Минор жилмассив, 98/1, Tashkent",,,,,41.333026,69.27838,,,,,41.333026,69.27838,,,,,70000001109696127,,2GIS,https://2gis.uz/tashkent/firm/70000001109696127,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000068,"Trilliant by Covex",business_center,,Mirzo-Ulugbek,"Шахрисабзская улица, 2/1, Tashkent",,,,,41.315899,69.282055,,,,,41.315899,69.282055,,,,,70000001105745384,,2GIS,https://2gis.uz/tashkent/firm/70000001105745384,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000069,"Zras by Arash",business_center,,Yunusabad,"Янги Олмазор, 15, Tashkent",,,,,41.329106,69.279252,,,,,41.329106,69.279252,,,,,70000001089576601,,2GIS,https://2gis.uz/tashkent/firm/70000001089576601,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000070,Safron,business_center,,Mirzo-Ulugbek,Tashkent,,,,,41.333238,69.302788,,,,,41.333238,69.302788,,,,,70000001103626992,,2GIS,https://2gis.uz/tashkent/firm/70000001103626992,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000071,IFTGroup,business_center,,Mirzo-Ulugbek,"Сайрам 5-й проезд, 92, Tashkent",,,,,41.326325,69.319994,,,,,41.326325,69.319994,,,,,70000001069065203,,2GIS,https://2gis.uz/tashkent/firm/70000001069065203,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000072,"Infinity, компания консалтинга в сфере недвижимости",business_center,,Yashnabad,"Садыка Азимова 5-й проезд, 2 стр, Tashkent",,,,,41.301961,69.292491,,,,,41.301961,69.292491,,,,,70000001113330006,,2GIS,https://2gis.uz/tashkent/firm/70000001113330006,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000073,"East Line",business_center,,Mirabad,"улица Айбека, 36, Tashkent",,,,,41.292012,69.279772,,,,,41.292012,69.279772,,,,,70000001036859253,,2GIS,https://2gis.uz/tashkent/firm/70000001036859253,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000074,Econor,business_center,,Mirabad,"улица Афрасиаб, 12а, Tashkent",,,,,41.299703,69.271627,,,,,41.299703,69.271627,,,,,70000001040420389,,2GIS,https://2gis.uz/tashkent/firm/70000001040420389,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000075,"Onix by Covex",business_center,,Mirabad,"Сарыкульская улица, 34/2, Tashkent",,,,,41.27473,69.291297,,,,,41.27473,69.291297,,,,,70000001112913248,,2GIS,https://2gis.uz/tashkent/firm/70000001112913248,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000076,Moon,business_center,,Mirabad,"улица Айбека, 38Б, Tashkent",,,,,41.291682,69.280147,,,,,41.291682,69.280147,,,,,70000001036859277,,2GIS,https://2gis.uz/tashkent/firm/70000001036859277,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000077,Atrium,business_center,,Mirabad,"улица Айбека, 18/1, Tashkent",,,5,2,41.296325,69.27491,,,,,41.296325,69.27491,,,,,70000001038747273,,2GIS,https://2gis.uz/tashkent/firm/70000001038747273,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: Atrium Grand LLC","2026-07-19 00:15:46"
SEED000078,Limaa,business_center,,Yakkasaray,Tashkent,,,,,41.271101,69.265102,,,,,41.271101,69.265102,,,,,70000001114284359,,2GIS,https://2gis.uz/tashkent/firm/70000001114284359,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000079,"Infinity, компания консалтинга в сфере недвижимости",business_center,,Yakkasaray,"Абдуллы Каххара, 56а, Tashkent",,,,,41.274806,69.263634,,,,,41.274806,69.263634,,,,,70000001113129003,,2GIS,https://2gis.uz/tashkent/firm/70000001113129003,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000080,Rieter,business_center,,Yakkasaray,"улица Шота Руставели, 53в, Tashkent",,,,,41.283527,69.25202,,,,,41.283527,69.25202,,,,,70000001036917038,,2GIS,https://2gis.uz/tashkent/firm/70000001036917038,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000081,Bobur,business_center,,Yakkasaray,"улица Бабура, 34а/1, Tashkent",,,,,41.288214,69.251888,,,,,41.288214,69.251888,,,,,70000001039043195,,2GIS,https://2gis.uz/tashkent/firm/70000001039043195,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000082,Bastion,business_center,,Mirzo-Ulugbek,"Мирзо Улугбека проспект, 56Б, Tashkent",,,3,2,41.342265,69.343823,,,,,41.342265,69.343823,,,,,70000001043561534,,2GIS,https://2gis.uz/tashkent/firm/70000001043561534,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000083,Parkent,business_center,,Mirzo-Ulugbek,"Тортарык, 7, Tashkent",,,3.3,4,41.31506,69.329346,,,,,41.31506,69.329346,,,,,70000001066867001,,2GIS,https://2gis.uz/tashkent/firm/70000001066867001,1,single,C,,auto_unverified,point,"class= rent= GoldenPages: gp","2026-07-19 00:15:46"
SEED000084,T-Tower,business_center,,Yashnabad,"Султанали Машхади, 79, Tashkent",,,4.9,1,41.312061,69.317432,,,,,41.312061,69.317432,,,,,70000001040189306,,2GIS,https://2gis.uz/tashkent/firm/70000001040189306,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000085,Terminal,business_center,,Mirzo-Ulugbek,Tashkent,,,,,41.316739,69.318682,,,,,41.316739,69.318682,,,,,70000001101461513,,2GIS,https://2gis.uz/tashkent/firm/70000001101461513,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
SEED000086,"Mika group",business_center,,Yashnabad,"Ахангаранское шоссе, 327г, Tashkent",,,,,41.300995,69.347299,,,,,41.300995,69.347299,,,,,70000001103527731,,2GIS,https://2gis.uz/tashkent/firm/70000001103527731,1,single,C,,auto_unverified,point,"class= rent=","2026-07-19 00:15:46"
