grid_id,latitude,longitude,population_value,source,reference_date,verification_status
POP-00631,40.8455,68.91839,1299,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00632,40.83008,68.92195,23,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00633,40.84007,68.93788,673,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00634,40.83855,68.92607,165,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00635,40.82479,68.81982,253,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00636,40.80784,68.81161,22,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00637,40.81785,68.82752,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00638,40.84481,68.85165,33,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00639,40.83868,68.80443,106,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00640,40.84715,68.80854,261,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00641,40.83327,68.82393,142,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00642,40.84021,68.81624,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00643,40.81397,68.85881,266,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00644,40.82397,68.87473,164,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00645,40.80855,68.8783,94,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00646,40.80702,68.8665,618,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00647,40.8155,68.87061,263,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00648,40.83786,68.85935,297,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00649,40.84787,68.87527,60,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00650,40.83245,68.87884,932,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00651,40.83092,68.86704,139,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00652,40.84092,68.88296,178,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00653,40.83939,68.87115,65,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00654,40.82633,68.83163,325,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00655,40.83633,68.84754,349,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00656,40.82939,68.85523,35,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00657,40.93025,68.95968,350,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00658,40.91482,68.96324,35,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00659,40.9233,68.96737,448,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00660,40.92178,68.95555,279,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00661,40.9033,68.93546,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00662,40.90178,68.92364,33,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00663,40.88396,68.97034,436,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00664,40.89396,68.9863,243,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00665,40.89244,68.97448,483,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00666,40.87853,68.98984,48,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00667,40.88244,68.95852,608,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00668,40.86702,68.96208,509,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00669,40.8655,68.95026,989,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00670,40.87549,68.96621,21,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00671,40.87397,68.95439,248,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00672,40.91786,68.98689,719,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00673,40.90243,68.99044,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00674,40.90091,68.97861,28,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00675,40.9109,68.99457,147,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00676,40.90939,68.98275,195,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00677,40.89635,68.94315,367,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00678,40.90483,68.94728,311,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00679,40.89939,68.96679,76,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00680,40.89787,68.95497,317,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00681,40.87412,68.83268,28,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00682,40.87719,68.85631,20,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00683,40.87566,68.84449,519,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00684,40.90957,68.86096,504,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00685,40.91958,68.8769,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00686,40.91805,68.86508,142,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00687,40.89802,68.83321,182,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00688,40.9065,68.83732,139,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00689,40.89261,68.85273,104,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00690,40.90109,68.85684,40,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00691,40.89956,68.84503,373,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00692,40.8833,68.90357,45,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00693,40.8972,68.88818,124,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00694,40.89025,68.89587,231,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00695,40.89414,68.86454,71,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00696,40.88025,68.87993,751,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00697,40.87872,68.86812,112,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00698,40.88872,68.88406,170,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00699,40.88719,68.87224,86,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00700,41.11155,68.94831,1083,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00701,41.12155,68.96432,107,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00702,41.10611,68.96789,180,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00703,41.10459,68.95603,238,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00704,41.11459,68.97204,258,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00705,41.11307,68.96018,729,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00706,41.147,68.97678,783,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00707,41.157,68.9928,428,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00708,41.15548,68.98093,212,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00709,41.14156,68.99637,836,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00710,41.14004,68.9845,124,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00711,41.15004,69.00052,268,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00712,41.14852,68.98865,307,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00713,41.13547,68.94889,739,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00714,41.14547,68.96491,68,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00715,41.14395,68.95304,51,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00716,41.12851,68.95661,400,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00717,41.13851,68.97263,38,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00718,41.13699,68.96076,364,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00719,41.11067,69.00348,109,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00720,41.12067,69.0195,1200,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00721,41.11915,69.00764,330,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00722,41.10523,69.02306,660,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00723,41.10371,69.01119,289,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00724,41.11371,69.02721,129,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00725,41.11219,69.01535,53,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00726,41.09916,68.9756,712,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00727,41.10916,68.99162,55,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00728,41.10764,68.97975,985,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00729,41.09372,68.99518,431,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00730,41.0922,68.98331,276,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00731,41.1022,68.99933,319,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00732,41.10068,68.98747,453,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00733,41.13459,69.00408,514,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00734,41.14459,69.02011,243,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00735,41.14307,69.00824,121,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00736,41.12915,69.02366,378,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00737,41.12763,69.01179,412,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00738,41.13763,69.02782,1714,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00739,41.13611,69.01595,97,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00740,41.13308,68.99221,1352,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00741,41.13156,68.98034,450,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00742,41.11764,68.99577,993,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00743,41.18154,69.06051,23,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00744,41.19153,69.07657,529,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00745,41.19002,69.06468,20,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00746,41.17608,69.08011,831,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00747,41.17457,69.06823,1010,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00748,41.18456,69.08428,89,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00749,41.18305,69.0724,228,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00750,41.21697,69.08908,602,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00751,41.22696,69.10515,912,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00752,41.22545,69.09326,202,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00753,41.21151,69.10869,1028,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00754,41.21,69.0968,1170,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00755,41.21999,69.11286,261,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00756,41.21848,69.10097,863,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00757,41.21546,69.07719,213,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00758,41.21394,69.06531,139,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00759,41.20001,69.08074,795,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00760,41.20849,69.08491,754,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00761,41.20698,69.07302,395,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00762,41.18061,69.11575,1393,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00763,41.1906,69.13181,1129,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00764,41.18909,69.11993,1638,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00765,41.17515,69.13534,1643,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00766,41.17364,69.12346,886,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00767,41.18363,69.13952,1380,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00768,41.18212,69.12764,760,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00769,41.16912,69.08782,767,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00770,41.1791,69.10387,1727,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00771,41.1776,69.09199,903,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00772,41.16366,69.1074,874,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00773,41.17214,69.11158,210,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00774,41.17063,69.0997,669,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00775,41.20454,69.1164,989,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00776,41.21452,69.13246,702,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00777,41.21302,69.12057,691,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00778,41.19907,69.13599,1438,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00779,41.19757,69.12411,1104,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00780,41.20755,69.14017,620,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00781,41.20605,69.12828,1246,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00782,41.20303,69.10451,1142,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00783,41.20152,69.09262,625,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00784,41.18758,69.10804,1033,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00785,41.18607,69.09616,81,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00786,41.19606,69.11222,1084,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00787,41.19455,69.10033,218,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00788,41.17092,68.97737,116,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00789,41.18092,68.9934,46,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00790,41.1794,68.98152,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00791,41.16548,68.99696,129,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00792,41.16396,68.98509,392,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00793,41.17396,69.00112,46,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00794,41.17244,68.98924,58,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00795,41.20637,69.00588,440,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00796,41.21636,69.02193,49,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00797,41.21485,69.01004,106,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00798,41.1994,69.0136,55,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00799,41.2094,69.02965,36,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00800,41.19484,68.97795,89,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00801,41.20485,68.99399,587,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00802,41.20332,68.98211,40,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00803,41.1894,68.99756,519,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00804,41.19788,69.00172,164,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00805,41.19636,68.98984,91,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00806,41.17003,69.03259,145,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00807,41.17851,69.03675,137,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00808,41.16458,69.05218,1008,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00809,41.16307,69.04031,159,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00810,41.17306,69.05635,927,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00811,41.17155,69.04447,139,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00812,41.15852,69.00468,785,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00813,41.16851,69.02071,1220,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00814,41.167,69.00884,1942,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00815,41.15307,69.02427,858,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00816,41.15155,69.01239,909,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00817,41.16155,69.02843,421,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00818,41.16003,69.01655,1719,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00819,41.19396,69.0332,344,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00820,41.20395,69.04925,600,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00821,41.20244,69.03737,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00822,41.18851,69.0528,104,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00823,41.18699,69.04092,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00824,41.19699,69.05697,63,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00825,41.18244,69.00528,87,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00826,41.19244,69.02132,349,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00827,41.19092,69.00944,83,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00828,41.17699,69.02488,130,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00829,41.17548,69.013,324,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00830,41.18548,69.02904,711,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00831,41.18396,69.01716,491,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00832,41.07344,69.08529,221,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00833,41.08342,69.10132,460,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00834,41.08191,69.08946,284,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00835,41.06798,69.10485,73,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00836,41.06647,69.09299,233,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00837,41.07645,69.10901,367,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00838,41.07495,69.09715,441,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00839,41.11732,69.11799,38,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00840,41.10338,69.13339,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00841,41.09735,69.08592,2162,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00842,41.10734,69.10196,699,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00843,41.10583,69.09009,2215,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00844,41.09039,69.09362,1373,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00845,41.09886,69.09779,985,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00846,41.0725,69.14043,165,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00847,41.06703,69.15998,190,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00848,41.06553,69.14812,600,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00849,41.074,69.15229,33,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00850,41.06101,69.11254,385,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00851,41.07099,69.12857,60,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00852,41.05404,69.12023,20,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00853,41.09641,69.14108,93,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00854,41.10639,69.15713,178,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00855,41.09095,69.16064,124,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00856,41.09942,69.16482,408,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00857,41.09792,69.15295,23,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00858,41.08493,69.11318,96,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00859,41.07796,69.12088,104,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00860,41.08794,69.13691,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00861,41.08643,69.12505,33,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00862,41.06284,69.00229,985,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00863,41.07283,69.0183,570,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00864,41.07132,69.00644,577,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00865,41.0574,69.02185,281,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00866,41.05588,69.00999,61,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00867,41.06587,69.026,1053,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00868,41.06436,69.01414,281,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00869,41.09827,69.03076,1339,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00870,41.10826,69.04679,1456,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00871,41.10675,69.03492,1562,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00872,41.09282,69.05033,1124,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00873,41.09131,69.03847,1757,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00874,41.1013,69.05449,1198,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00875,41.09978,69.04263,1324,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00876,41.08676,69.00288,33,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00877,41.09675,69.0189,420,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00878,41.09523,69.00704,1003,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00879,41.08131,69.02245,1301,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00880,41.0798,69.01059,307,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00881,41.08979,69.02661,967,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00882,41.08827,69.01474,195,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00883,41.06194,69.05741,83,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-00884,41.07193,69.07343,261,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
