grid_id,latitude,longitude,population_value,source,reference_date,verification_status
POP-05680,40.72385,68.71581,156,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05681,40.7223,68.70403,76,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05682,40.71921,68.68048,73,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05683,40.71766,68.6687,82,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05684,40.7038,68.68409,975,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05685,40.70226,68.67232,594,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05686,40.71228,68.68817,1968,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05687,40.71073,68.6764,284,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05688,40.69457,68.73479,106,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05689,40.67762,68.72662,31,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05690,40.68763,68.74248,167,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05691,40.68301,68.70716,57,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05692,40.67453,68.70308,49,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05693,40.70844,68.71941,578,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05694,40.71846,68.73528,232,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05695,40.71691,68.7235,941,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05696,40.70305,68.73888,34,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05697,40.71152,68.74297,478,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05698,40.70998,68.73119,1262,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05699,40.70689,68.70764,274,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05700,40.70535,68.69586,1472,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05701,40.69148,68.71125,347,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05702,40.69842,68.70356,707,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05703,40.71994,68.62568,1590,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05704,40.70453,68.62931,701,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05705,40.71301,68.63338,1675,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05706,40.71146,68.62161,369,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05707,40.66834,68.65601,52,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05708,40.67682,68.66009,360,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05709,40.70764,68.65285,76,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05710,40.70609,68.64108,1148,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05711,40.70071,68.66055,259,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05712,40.57747,68.68944,73,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05713,40.58748,68.70526,21,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05714,40.6129,68.71749,393,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05715,40.62292,68.73333,936,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05716,40.62138,68.72157,79,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05717,40.60751,68.73693,926,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05718,40.60597,68.72517,1959,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05719,40.61445,68.72925,603,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05720,40.59596,68.70934,546,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05721,40.60443,68.71342,695,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05722,40.60289,68.70166,100,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05723,40.5767,68.74411,515,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05724,40.58517,68.74819,475,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05725,40.57131,68.76353,165,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05726,40.57978,68.76761,27,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05727,40.57516,68.73236,174,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05728,40.56823,68.74003,433,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05729,40.60058,68.7446,341,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05730,40.60905,68.74868,134,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05731,40.60212,68.75636,119,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05732,40.59904,68.73285,1353,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05733,40.5975,68.72109,341,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05734,40.58363,68.73644,1502,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05735,40.58209,68.72469,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05736,40.59211,68.74052,1416,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05737,40.59057,68.72877,448,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05738,40.57665,68.62302,53,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05739,40.56973,68.63071,89,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05740,40.61211,68.65104,21,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05741,40.5659,68.66188,1609,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05742,40.57592,68.67769,750,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05743,40.57437,68.66594,338,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05744,40.56052,68.6813,286,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05745,40.55897,68.66955,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05746,40.56899,68.68537,1039,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05747,40.56745,68.67362,97,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05748,40.56435,68.65013,277,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05749,40.55742,68.65781,118,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05750,40.58978,68.66233,632,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05751,40.58285,68.67001,124,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05752,40.58823,68.65058,1124,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05753,40.57283,68.6542,1188,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05754,40.5813,68.65826,140,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05755,40.63678,68.71797,688,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05756,40.6468,68.73382,64,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05757,40.64526,68.72205,299,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05758,40.63139,68.73741,597,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05759,40.62985,68.72565,542,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05760,40.63833,68.72973,420,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05761,40.66683,68.76552,211,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05762,40.6753,68.76961,122,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05763,40.66067,68.71845,268,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05764,40.67068,68.7343,73,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05765,40.66914,68.72254,164,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05766,40.65528,68.7379,1234,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05767,40.65373,68.72614,884,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05768,40.66375,68.74199,387,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05769,40.66221,68.73022,1895,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05770,40.64448,68.77679,682,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05771,40.63061,68.79214,640,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05772,40.62907,68.78037,411,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05773,40.62446,68.74509,238,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05774,40.62754,68.76861,88,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05775,40.65989,68.7732,792,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05776,40.66837,68.77729,445,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05777,40.64834,68.74558,97,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05778,40.64295,68.76502,55,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05779,40.65142,68.76911,414,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05780,40.62596,68.63566,705,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05781,40.62058,68.6551,259,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05782,40.61903,68.64335,681,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05783,40.62751,68.64742,654,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05784,40.67144,68.67955,326,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05785,40.66989,68.66778,1319,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05786,40.66451,68.68724,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05787,40.64446,68.65556,311,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05788,40.62522,68.69038,24,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05789,40.63524,68.70621,1477,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05790,40.61984,68.70981,311,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05791,40.62831,68.71389,771,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05792,40.62677,68.70213,177,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05793,40.61365,68.66279,542,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05794,40.62213,68.66686,557,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05795,40.6152,68.67454,825,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05796,40.6491,68.69084,39,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05797,40.65912,68.70669,107,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05798,40.65758,68.69492,42,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05799,40.64372,68.71029,1362,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05800,40.64217,68.69853,131,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05801,40.65219,68.71437,457,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05802,40.65065,68.70261,1350,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05803,40.63753,68.66325,1206,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05804,40.64601,68.66732,683,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05805,40.63215,68.68269,454,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05806,40.63061,68.67093,216,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05807,40.63908,68.67501,1219,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05808,40.55617,69.07567,40,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05809,41.50567,69.95042,142,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05810,41.50425,69.93845,41,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05811,41.51413,69.95474,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05812,41.5127,69.94277,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05813,41.53523,69.93177,68,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05814,41.5282,69.93943,170,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05815,41.53665,69.94375,78,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05816,41.50994,69.98635,96,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05817,41.51981,70.00265,48,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05818,41.5184,69.99068,23,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05819,41.50852,69.97437,48,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05820,41.49303,69.9777,58,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05821,41.50148,69.98203,96,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05822,41.50006,69.97005,124,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05823,41.59029,70.06131,136,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05824,41.61566,70.07434,221,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05825,41.62411,70.07869,159,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05826,41.61003,70.09399,752,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05827,41.60861,70.08199,215,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05828,41.61848,70.09834,124,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05829,41.61707,70.08634,1292,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05830,41.60438,70.046,281,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05831,41.61283,70.05034,468,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05832,41.59875,70.06565,56,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05833,41.59733,70.05365,286,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05834,41.57903,70.1006,35,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05835,41.58889,70.11694,101,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05836,41.58748,70.10495,547,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05837,41.57198,70.10824,91,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05838,41.58044,70.11259,117,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05839,41.56775,70.07227,60,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05840,41.57762,70.0886,578,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05841,41.57621,70.07661,630,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05842,41.57057,70.09625,38,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05843,41.56916,70.08426,76,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05844,41.60298,70.10164,884,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05845,41.61284,70.11799,20,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05846,41.61144,70.10599,157,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05847,41.59594,70.10929,251,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05848,41.5917,70.0733,129,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05849,41.60157,70.08965,66,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05850,41.58607,70.09295,184,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05851,41.58466,70.08096,76,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05852,41.59453,70.0973,525,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05853,41.61562,70.00668,48,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05854,41.6142,69.99468,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05855,41.60858,70.01434,383,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05856,41.60716,70.00235,263,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05857,41.56913,70.01666,817,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05858,41.57901,70.03298,33,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05859,41.57759,70.02099,724,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05860,41.56209,70.02431,165,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05861,41.57055,70.02865,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05862,41.56771,70.00467,150,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05863,41.55222,70.00799,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05864,41.56068,70.01232,759,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05865,41.60296,70.034,253,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05866,41.60154,70.022,537,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05867,41.58605,70.02533,167,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05868,41.59592,70.04166,89,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05869,41.5945,70.02966,369,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05870,41.57617,70.009,51,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05871,41.50014,70.1051,63,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05872,41.49309,70.11274,63,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05873,41.4705,69.98868,38,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05874,41.48463,70.04089,25,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05875,41.53113,70.09851,23,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05876,41.56494,70.11589,53,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05877,41.55649,70.11154,131,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05878,41.52123,70.01463,172,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05879,41.53111,70.03095,433,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05880,41.52969,70.01896,225,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05881,41.5593,70.06793,30,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05882,41.54518,70.01564,125,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05883,41.55506,70.03196,63,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05884,41.55364,70.01998,1299,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05885,41.53956,70.03528,212,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05886,41.53814,70.0233,459,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05887,41.54802,70.03962,53,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05888,41.5466,70.02763,1053,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05889,41.55226,70.07558,78,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05890,41.758,70.13636,33,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05891,41.79183,70.15383,55,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05892,41.77632,70.15713,23,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05893,41.76502,70.19653,152,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05894,41.74531,70.16372,46,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05895,41.75376,70.16809,28,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05896,41.77348,70.2009,281,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05897,41.78333,70.21732,108,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05898,41.78193,70.20528,41,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05899,41.76362,70.18449,20,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05900,41.77208,70.18887,56,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05901,41.81994,70.25894,86,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05902,41.84808,70.29621,286,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05903,41.74794,70.32341,30,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05904,41.74088,70.33105,38,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05905,41.74932,70.33545,36,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05906,41.72965,70.3026,43,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05907,41.70864,70.18998,28,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05908,41.77882,70.38476,53,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05909,41.77329,70.33659,38,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05910,41.80303,70.25016,231,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05911,41.80443,70.26221,30,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05912,41.79178,70.2217,182,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05913,41.79458,70.24578,228,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05914,41.7917,70.28956,51,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05915,41.67895,69.93765,162,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05916,41.68742,69.94198,157,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05917,41.67334,69.95733,1172,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05918,41.67192,69.94532,1289,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05919,41.6818,69.96167,119,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05920,41.68038,69.94965,537,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05921,41.70291,69.93863,190,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05922,41.71138,69.94296,28,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05923,41.69588,69.94631,53,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05924,41.68749,70.00971,58,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05925,41.68607,69.9977,46,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05926,41.66631,69.96501,342,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05927,41.69595,70.01406,147,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05928,41.69453,70.00204,84,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05929,41.70299,70.00638,53,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05930,41.69027,69.966,23,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05931,41.69169,69.97801,23,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05932,41.74532,70.09591,28,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
POP-05933,41.76224,70.10463,28,Bundled population grid,2026-07,Методологический слой; проверить источник/единицу измерения
