issue_id,issue_type,duplicate_group_id,object_id_1,object_id_2,distance_m,details,status
QI-2845cbb42108,Без названия и адреса,,PHARM-bf0c237859d1,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0fdbdd74382d,Без названия и адреса,,PHARM-2b4e137240ad,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6a7bca7fb12a,Без названия и адреса,,PHARM-51f48b947565,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-9592c31bf43f,Без названия и адреса,,PHARM-4075d36124b6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-eaf4150b3491,Без названия и адреса,,PHARM-a1b815e9edfa,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-4c20ac0e5f27,Без названия и адреса,,PHARM-af920b576b50,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-79494f225704,Без названия и адреса,,PHARM-4521b1c58fcf,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f7f3797760d9,Без названия и адреса,,PHARM-599b204d9163,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-113e7cb91814,Без названия и адреса,,PHARM-230060d3c987,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5445b4c8bd20,Без названия и адреса,,PHARM-42e1117ffa95,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-cebd2d9c8f02,Без названия и адреса,,PHARM-4c19aa1cf893,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-e72d30ad733f,Без названия и адреса,,PHARM-c877c66cacb7,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-537bcf6c3f29,Без названия и адреса,,PHARM-0bfdcb274f03,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-489fbbc601b9,Без названия и адреса,,PHARM-0921d415101f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d923e8dc44ec,Без названия и адреса,,PHARM-c5598891a021,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3b32a207ea00,Без названия и адреса,,PHARM-f3ee0ec1450c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2c1e3d5032c7,Без названия и адреса,,PHARM-bfad4170c84c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-940031449423,Без названия и адреса,,PHARM-0f06411e48fa,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ee31b95817d2,Без названия и адреса,,PHARM-4a3f400996ae,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-cb09fa4f8b66,Без названия и адреса,,PHARM-22308b403792,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d86e2a0d2e39,Без названия и адреса,,PHARM-d8b3d6c50ab8,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-94285245879a,Без названия и адреса,,PHARM-d3438e2796f2,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-68d139efa5fc,Без названия и адреса,,PHARM-627dee58eeb1,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3a17c181427d,Без названия и адреса,,PHARM-388fd3e6a486,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-197bfab06a81,Без названия и адреса,,PHARM-869e05ac985f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2b3b98f31a24,Без названия и адреса,,PHARM-3b7d475e8090,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-813f87952be8,Без названия и адреса,,PHARM-a0431b2215e5,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0ecbe6103b94,Без названия и адреса,,PHARM-0b2b0b9b90dc,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5fee9a5d3c4a,Без названия и адреса,,PHARM-111a484f058f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-9116494a4801,Без названия и адреса,,PHARM-a7890d4b1cf0,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-cb429a7358cf,Без названия и адреса,,PHARM-d46ed7100795,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a42118f3949f,Без названия и адреса,,PHARM-89794f312562,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2ce5775b0726,Без названия и адреса,,PHARM-6dbb84ecdb24,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ff56f5526aec,Без названия и адреса,,PHARM-db81fb06383c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0369626d9da0,Без названия и адреса,,PHARM-aa3fab717ed4,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-55ea7ddedf36,Без названия и адреса,,PHARM-b2bbade7156f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-832f94a54dfb,Без названия и адреса,,PHARM-0628281f78cf,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-32582c6ab4b1,Без названия и адреса,,PHARM-3fc36f61f68e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0785b88d7a68,Без названия и адреса,,PHARM-a311bc7261e9,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-bf8432c8224d,Без названия и адреса,,PHARM-b8652b89d172,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-8ef5fa6dbb6c,Без названия и адреса,,PHARM-56de7823e09c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-9beee2225cad,Без названия и адреса,,PHARM-32fa6211da1e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-16f1c104cdfc,Без названия и адреса,,PHARM-0841ca7a9538,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b51cba0e457d,Без названия и адреса,,PHARM-fc7fd8fa7c69,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a4b89427893b,Без названия и адреса,,PHARM-e52343354b1e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0876f0ef7df8,Без названия и адреса,,PHARM-9aae8f3e9837,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5cd121604cf6,Без названия и адреса,,PHARM-0a4b92959d0a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3eb1270c6b91,Без названия и адреса,,PHARM-f83c2d450b49,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ce4b7aff5cb2,Без названия и адреса,,PHARM-1fc2f35c3573,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-54d79b2a7a75,Без названия и адреса,,PHARM-cc7b994445db,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c0e43e8830ad,Без названия и адреса,,PHARM-5c3835ceed32,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3e5c922451cb,Без названия и адреса,,PHARM-ef0d459c4fb4,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-4710500400cc,Без названия и адреса,,PHARM-c7d9336208ba,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f9d57d7e4d27,Без названия и адреса,,PHARM-0498443f10f3,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-fb9ddbd5086e,Без названия и адреса,,PHARM-d90736168147,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0e43b3a390b2,Без названия и адреса,,PHARM-fc36364f41a6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c6f47ff924ab,Без названия и адреса,,PHARM-235d313d0c54,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-398820916135,Без названия и адреса,,PHARM-19f8827ecd30,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-44382858ef75,Без названия и адреса,,PHARM-9e34b1c710ee,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-42910259ed0b,Без названия и адреса,,PHARM-f7fd8e453e2a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c5e61a1692aa,Без названия и адреса,,PHARM-ad41554edbea,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c07644544138,Без названия и адреса,,PHARM-e2c43c5f47bf,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-140d4f2d3895,Без названия и адреса,,PHARM-65b0dce6868c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a6d79195c691,Без названия и адреса,,PHARM-6ac97a4b5a81,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-134ac4d569eb,Без названия и адреса,,PHARM-f267b07204a5,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-14e4de93bd48,Без названия и адреса,,PHARM-dec4a3954b41,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-38c9459aee7e,Без названия и адреса,,PHARM-eb9b3a4fa596,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-60429bc2a644,Без названия и адреса,,PHARM-d43e08f74efb,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2e60dd390e14,Без названия и адреса,,PHARM-4dc1d47680f5,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c178a77ad1b9,Без названия и адреса,,PHARM-d0fa6f66fddb,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b030866c8f9e,Без названия и адреса,,PHARM-a38753b39940,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c2e77198ca27,Без названия и адреса,,PHARM-c9cc4918ebff,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-1e47d137a68f,Без названия и адреса,,PHARM-a94413079ec6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3c5c7ce757f7,Без названия и адреса,,PHARM-d797025877bf,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-7d1294cef0f9,Без названия и адреса,,PHARM-10731a227124,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a28debe95166,Без названия и адреса,,PHARM-aab3e38a8bc2,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6ac9691d6a94,Без названия и адреса,,PHARM-6448ba5e4ed4,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-32eaf53a2477,Без названия и адреса,,PHARM-9c671a21780d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-82841705b020,Без названия и адреса,,PHARM-7c15b9e973ea,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ecb40e62dd3b,Без названия и адреса,,PHARM-34e91de2756d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-bb439bd31445,Без названия и адреса,,PHARM-8034c8ce939c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ffe79309aabb,Без названия и адреса,,PHARM-a8111f748b4a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-42e9c996ba2b,Без названия и адреса,,PHARM-fa26fdbcce8f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f117604eae2d,Без названия и адреса,,PHARM-fdb6cfd4796b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-23559845e91d,Без названия и адреса,,PHARM-cc005561b2c0,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ef381fc224b2,Без названия и адреса,,PHARM-1db6e0c2d389,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-4f940d809657,Без названия и адреса,,PHARM-5f07befc8698,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ffef287cd549,Без названия и адреса,,PHARM-b663de784ba0,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-e8134dca602c,Без названия и адреса,,PHARM-8dfed095fb1f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-32f71b37959b,Без названия и адреса,,PHARM-925158d0e8e6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-9bb797d2eb36,Без названия и адреса,,PHARM-8e6a12455dfa,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c6abbef0fd15,Без названия и адреса,,PHARM-7844c2f3c1e9,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-35651d3fa6b2,Без названия и адреса,,PHARM-75f5b07c8b55,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c07073dc4c18,Без названия и адреса,,PHARM-ddf87733c1a5,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-8e77e824ed3c,Без названия и адреса,,PHARM-39193007c9e2,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-27c268f8caad,Без названия и адреса,,PHARM-a55d4b6c9fe2,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c0f672d11525,Без названия и адреса,,PHARM-44c3939c4795,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-dbd5bc7c0722,Без названия и адреса,,PHARM-031b1e7b928f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-1be2b876b15f,Без названия и адреса,,PHARM-72855414b110,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b622f0aef75e,Без названия и адреса,,PHARM-e0020548b22e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-bc5de3718460,Без названия и адреса,,PHARM-c5bc9b09bab1,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0f0015e82f78,Без названия и адреса,,PHARM-64e62ddc6c07,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-07ce5b76b870,Без названия и адреса,,PHARM-9ff6470c9f31,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3a34f7871a60,Без названия и адреса,,PHARM-26743ba53373,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-1659ee27b2e4,Без названия и адреса,,PHARM-6f6f4e5215ff,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-82366ba23d73,Без названия и адреса,,PHARM-2a820a03eb8c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0e0494cc10f1,Без названия и адреса,,PHARM-20a2baa27c47,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-faa7b454fcaa,Без названия и адреса,,PHARM-c7ce5df27335,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-97cd08ed999f,Без названия и адреса,,PHARM-07574bf0c085,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-aa306902da49,Без названия и адреса,,PHARM-2120c61c762e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c9e15e4495c5,Без названия и адреса,,PHARM-a9ac15266f70,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-fdce53d13957,Без названия и адреса,,PHARM-4fd922b099ee,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0788a956c049,Без названия и адреса,,PHARM-e212af880fb7,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f00b02e8fce7,Без названия и адреса,,PHARM-8803c75f0ff3,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-1958842a0755,Без названия и адреса,,PHARM-86e81f95fb8f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3d4ac98ca06b,Без названия и адреса,,PHARM-4a086243dd4a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-aa60aa463db4,Без названия и адреса,,PHARM-69741dfcf9ee,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f86f44517c6b,Без названия и адреса,,PHARM-b9bbb904b56d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b5b52289adc4,Без названия и адреса,,PHARM-477e4f696fac,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-1d2bd9aad2b6,Без названия и адреса,,PHARM-c066ef7e65e6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0dfac6a59058,Без названия и адреса,,PHARM-81a574113fd1,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-76a4f30d284b,Без названия и адреса,,PHARM-e17f7ee42625,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0f5731eb3881,Без названия и адреса,,PHARM-98e9cf58cf8a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5845778eb762,Без названия и адреса,,PHARM-b9d15c8cb589,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3e676f813fa4,Без названия и адреса,,PHARM-4f55447a642f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-900f1a6badc1,Без названия и адреса,,PHARM-507378337856,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2bde5e21d5d4,Без названия и адреса,,PHARM-a8f4b733439e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-33ceefc34101,Без названия и адреса,,PHARM-81efb62994e2,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-402568c492e7,Без названия и адреса,,PHARM-91b8bdc9e125,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d734e1819d7e,Без названия и адреса,,PHARM-ebc82809307a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-512dca548c14,Без названия и адреса,,PHARM-e1731102c210,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-e3a491eca0d1,Без названия и адреса,,PHARM-2cad2246afd6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-40a335dcd3ba,Без названия и адреса,,PHARM-5746aaeb4ff3,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f4ca242760eb,Без названия и адреса,,PHARM-c00274065d63,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b172e994cded,Без названия и адреса,,PHARM-758a3d12d67d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-dff51f6c83e0,Без названия и адреса,,PHARM-a6fb3aa5e514,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ffa8e0f7bed1,Без названия и адреса,,PHARM-f81804d2526d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-cc1e480e4c3c,Без названия и адреса,,PHARM-88461cbf3cac,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b9499eb8432c,Без названия и адреса,,PHARM-7dea4c5b68eb,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b346bf681b4b,Без названия и адреса,,PHARM-f0d48c078d5c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d7f61c0d8aae,Без названия и адреса,,PHARM-ee0c118e35ae,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-fc510479a8bb,Без названия и адреса,,PHARM-dbbc1caafd84,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-8a90287b54a3,Без названия и адреса,,PHARM-7411569e1d0a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-39a85c420147,Без названия и адреса,,PHARM-b1bd53ef23a1,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f8b65d6b9d6c,Без названия и адреса,,PHARM-b5aec7cb67f1,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6d9653bc42ad,Без названия и адреса,,PHARM-76cf0b19e45f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3c6192eedc7b,Без названия и адреса,,PHARM-38f255977997,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c5f3d5424687,Без названия и адреса,,PHARM-026759e6b264,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-42ced90d289e,Без названия и адреса,,PHARM-110a6262bd9a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b2be3b436bae,Без названия и адреса,,PHARM-6f6f794173da,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-07bd4413b5e4,Без названия и адреса,,PHARM-b3b3f6066c9d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-81d3fe08fb7e,Без названия и адреса,,PHARM-60904a1c61dc,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-95e03cf6468a,Без названия и адреса,,PHARM-4c10a2ac26ca,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c7545bdf7e78,Без названия и адреса,,PHARM-eafd0ddb9407,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-e482451bdca9,Без названия и адреса,,PHARM-93fe441fa718,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-837c9e5152bf,Без названия и адреса,,PHARM-84c884857368,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-888cb3988dbe,Без названия и адреса,,PHARM-7de6d7c369fc,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-265b459d8e4c,Без названия и адреса,,PHARM-1b1b92c9f90a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3a2e1b01687b,Без названия и адреса,,PHARM-35cccf010d4a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6c092c2e1a00,Без названия и адреса,,PHARM-041c020d5403,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-af225fd38c51,Без названия и адреса,,PHARM-735d30aa99dc,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a558e66ba20f,Без названия и адреса,,PHARM-134ed2eeeefa,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-67a3901c8d24,Без названия и адреса,,PHARM-366f6d814abb,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-9d1f7344ec9d,Без названия и адреса,,PHARM-0b3b98be356e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5d46ad512d03,Без названия и адреса,,PHARM-7d67bfdd480d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d61269c8fd7c,Без названия и адреса,,PHARM-c4e7d8238b2e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-7bc33b439e9f,Без названия и адреса,,PHARM-32650de02837,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6eae2a3f3056,Без названия и адреса,,PHARM-a6ddf1871e92,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5b803600e826,Без названия и адреса,,PHARM-363b1d8ea748,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-dd0406e529ae,Без названия и адреса,,PHARM-4146243c9577,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-dd9c6379560a,Без названия и адреса,,PHARM-9c992049101e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-14960e72d895,Без названия и адреса,,PHARM-b4aa5ac8ded7,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-73787bb0580b,Без названия и адреса,,PHARM-a5c5c570787c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-629caa524d97,Без названия и адреса,,PHARM-fa727dcb7984,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c258ba42374d,Без названия и адреса,,PHARM-295db4466b82,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0df8e8ca18c1,Без названия и адреса,,PHARM-10d4985f9a76,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-8c9d3ba9ad58,Без названия и адреса,,PHARM-44f590e1fdd1,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-276722c22ddc,Без названия и адреса,,PHARM-d86c08202aca,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-9ac736afaeb8,Без названия и адреса,,PHARM-34e9a3fd36ef,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-917002fc202c,Без названия и адреса,,PHARM-4e94fc728aa1,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d6a7eb522024,Без названия и адреса,,PHARM-2a910328631e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-336c1a7b1d4f,Без названия и адреса,,PHARM-c0221bcaddd4,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-1037b163ad72,Без названия и адреса,,PHARM-de4f64f2a2c8,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-fa8ccee7a6d0,Без названия и адреса,,PHARM-7a70af760647,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d66c8420d7b5,Без названия и адреса,,PHARM-c8b400a99170,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6a2f135327e4,Без названия и адреса,,PHARM-9e2b4a6c1a9e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-17d1d3bb87ab,Без названия и адреса,,PHARM-08cb2b55f058,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-834b22a48a5b,Без названия и адреса,,PHARM-6a10ac65fd75,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-324dbd0a6b7e,Без названия и адреса,,PHARM-01191e295744,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-be24da6c5265,Без названия и адреса,,PHARM-37e505692180,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6639627382d0,Без названия и адреса,,PHARM-51b3dae7510b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f2dcd0afaab0,Без названия и адреса,,PHARM-87fb77ef2a95,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0417feca5cd8,Без названия и адреса,,PHARM-d9bc275b084b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ca5c52e9612a,Без названия и адреса,,PHARM-84f61d82dfd0,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-aa6d47a7c185,Без названия и адреса,,PHARM-ea8d1d24fd19,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ccc56ff66542,Без названия и адреса,,PHARM-12e01cbd2756,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-83b4d20b4e36,Без названия и адреса,,PHARM-0507ea8c0996,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-cb49d5091077,Без названия и адреса,,PHARM-ca62c45a3b42,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6f5942b50c17,Без названия и адреса,,PHARM-bf0979f56165,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-acc0b0051e32,Без названия и адреса,,PHARM-e0cd00b81ead,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a440a1cc5615,Без названия и адреса,,PHARM-486efd0080d1,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-fe118efd5f0b,Без названия и адреса,,PHARM-82473608b0db,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0179e00af626,Без названия и адреса,,PHARM-39ea49197932,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5230f05f9b87,Без названия и адреса,,PHARM-ec7069f3e2c2,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ceea9ad3a9dc,Без названия и адреса,,PHARM-a2c30066e926,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-874cd4caf503,Без названия и адреса,,PHARM-c9c172eb34ba,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-87507c07b5c5,Без названия и адреса,,PHARM-426dda3a55d8,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-18037e948905,Без названия и адреса,,PHARM-b2d517120a69,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d36199bc2470,Без названия и адреса,,PHARM-d70c441704d5,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-fbc95c416c6d,Без названия и адреса,,PHARM-52b6eac5cac5,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5c0d2e5f04a6,Без названия и адреса,,PHARM-10af5f5e7d21,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-804956ef085f,Без названия и адреса,,PHARM-977473d9c61c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-845a61d656a1,Без названия и адреса,,PHARM-4dd0f3a9bc25,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d79c277439c5,Без названия и адреса,,PHARM-2d3a43d9584a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
