issue_id,issue_type,duplicate_group_id,object_id_1,object_id_2,distance_m,details,status
QI-28ef08ec2c4c,Без названия и адреса,,PHARM-7c3d47e89373,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f446bbc4ba7e,Без названия и адреса,,PHARM-8937d09354c6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b1cd46cef923,Без названия и адреса,,PHARM-922b9b7eeb7c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a87013ff33db,Без названия и адреса,,PHARM-2caceea6e185,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ffe2b3d7fc49,Без названия и адреса,,PHARM-c087916ad878,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-704fa8b254d9,Без названия и адреса,,PHARM-822738570999,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d492941506f9,Без названия и адреса,,PHARM-0b0e7994d528,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-8468725697ed,Без названия и адреса,,PHARM-cb2434d2caad,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f2d728a78cb3,Без названия и адреса,,PHARM-497d09f57b78,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-079b2942288b,Без названия и адреса,,PHARM-f206cc44ff61,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2f06e090724b,Без названия и адреса,,PHARM-8660a1d644da,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-853dcf5f56b9,Без названия и адреса,,PHARM-aa69ff529960,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f9d3d8521f24,Без названия и адреса,,PHARM-16917667aed7,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a8a1bbd55f86,Без названия и адреса,,PHARM-ca9019d67fbf,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-570a875ced3f,Без названия и адреса,,PHARM-8c200a922b65,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f1bffaae41ab,Без названия и адреса,,PHARM-8ee82819774e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-9192ace5ee3a,Без названия и адреса,,PHARM-e5feaeea1b59,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-75d5396c22f8,Без названия и адреса,,PHARM-75f50f3e1f7e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-985c8b89c098,Без названия и адреса,,PHARM-079f78e80327,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-38b1df69f417,Без названия и адреса,,PHARM-5ccd306f03f3,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f5551a275c09,Без названия и адреса,,PHARM-186083a286e9,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a25d6f13bef3,Без названия и адреса,,PHARM-901e12bf68c8,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-9be1df8b424d,Без названия и адреса,,PHARM-200b8729bc2c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b6e1f0cde28d,Без названия и адреса,,PHARM-d75394a30e72,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-7e1535af56a0,Без названия и адреса,,PHARM-2850a847553b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-33ae6caeafe2,Без названия и адреса,,PHARM-221abacb6ca1,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-bb57a5a40bce,Без названия и адреса,,PHARM-81192fe7509f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0f0920a42719,Без названия и адреса,,PHARM-8099f0f6b9ed,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-efe06a634496,Без названия и адреса,,PHARM-650bb1a7eb71,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f2212f99faca,Без названия и адреса,,PHARM-7fb9e3833ed3,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c78e0f4a932d,Без названия и адреса,,PHARM-b436439c500a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-1c5ef74b6a5a,Без названия и адреса,,PHARM-e8dd0dbe764a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2a97912e4ea6,Без названия и адреса,,PHARM-35a0f3453bc4,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-de09ef06a450,Без названия и адреса,,PHARM-137e79c52fd0,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-60ca330f3da1,Без названия и адреса,,PHARM-856001300cfd,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5971ca8038a2,Без названия и адреса,,PHARM-8b925292e355,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-90eb13959657,Без названия и адреса,,PHARM-b1937f258f41,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5ecf9f113f19,Без названия и адреса,,PHARM-26842480462f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3c10130b4da9,Без названия и адреса,,PHARM-d32f988a8540,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-05cf0a031fed,Без названия и адреса,,PHARM-f87f7961b555,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-effb12c052dc,Без названия и адреса,,PHARM-494742f7603c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-9945c25c19ab,Без названия и адреса,,PHARM-053fdf02033b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-1e86a3fcc530,Без названия и адреса,,PHARM-02cdd7a38655,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2ae418051daf,Без названия и адреса,,PHARM-ce6e82fde163,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-cca1891c4f1e,Без названия и адреса,,PHARM-bdcf07b8977b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a57f9e4d9098,Без названия и адреса,,PHARM-8d6d419804a8,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5725c2c15291,Без названия и адреса,,PHARM-6c6289e5635a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-e9334885bb9b,Без названия и адреса,,PHARM-d93ec9c16263,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3aa8b5f01b91,Без названия и адреса,,PHARM-d2b7e970ed7c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-79fba4d293fc,Без названия и адреса,,PHARM-03c1c698e2ad,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-323d1d58fc68,Без названия и адреса,,PHARM-3af7ad88acee,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-659ef0101b3b,Без названия и адреса,,PHARM-054daed9dc98,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f41468ba8278,Без названия и адреса,,PHARM-b81f05dac0fb,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0ae1c517c143,Без названия и адреса,,PHARM-69bc1b3ec401,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-61a5fa0a8540,Без названия и адреса,,PHARM-d64b7de8523b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-01406968a914,Без названия и адреса,,PHARM-b5b782f1f4d7,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-81f2c049f15a,Без названия и адреса,,PHARM-3fa641f784a0,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ff9dd7e0cc32,Без названия и адреса,,PHARM-566f667c43f2,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a0263aa05381,Без названия и адреса,,PHARM-193aa05b16cf,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-795059e6471a,Без названия и адреса,,PHARM-bb08c9a45506,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6d69e457e2b2,Без названия и адреса,,PHARM-8c770651f5a1,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b03157e4aa02,Без названия и адреса,,PHARM-c97dff14da7c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3c89770e02b7,Без названия и адреса,,PHARM-e991ed4d0551,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-7a820b99e18a,Без названия и адреса,,PHARM-3c48b244d685,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-88b1d91c0dfd,Без названия и адреса,,PHARM-35ca9f4c7057,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-99b5c6606df9,Без названия и адреса,,PHARM-11b0d5eb372c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-85367396a89a,Без названия и адреса,,PHARM-2eb58bda9155,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d98e920ca355,Без названия и адреса,,PHARM-0cb58a39c677,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-7ec8bf85231b,Без названия и адреса,,PHARM-9aa97917902b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a59459f3dc33,Без названия и адреса,,PHARM-1bf105e524e4,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5023187637a2,Без названия и адреса,,PHARM-1b991e7f24ba,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-e2ca05661c21,Без названия и адреса,,PHARM-00c55e81fcf6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-085b9ad95604,Без названия и адреса,,PHARM-24f4e98a024f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-735257ff7f58,Без названия и адреса,,PHARM-6987af6a866e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5a06dfd6f71c,Без названия и адреса,,PHARM-4a03fa0e85cd,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6eb1c9ac0e27,Без названия и адреса,,PHARM-e7f4d3556057,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6119579eb813,Без названия и адреса,,PHARM-4adf2c6b4420,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-679a73932c71,Без названия и адреса,,PHARM-df37733c6e83,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d7d4d428258c,Без названия и адреса,,PHARM-cfe7cbd97261,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-993ae08a195c,Без названия и адреса,,PHARM-87d0353a9f74,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-678f44cf62e7,Без названия и адреса,,PHARM-c6b6f9400bbd,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-4806def09cc3,Без названия и адреса,,PHARM-0576bc54b16f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f11e6d41baef,Без названия и адреса,,PHARM-57f1644d7ae2,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-9e75a8fcfb66,Без названия и адреса,,PHARM-b6c9e5006db4,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c82fe3704979,Без названия и адреса,,PHARM-e196388988a0,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-88d26d0d8880,Без названия и адреса,,PHARM-311514b39bfa,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-801b2e94ff60,Без названия и адреса,,PHARM-41302dab1a87,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-36e8dd102054,Без названия и адреса,,PHARM-c49afc1e4c53,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-bedbf207a845,Без названия и адреса,,PHARM-e20868b2c208,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ae5bc0375735,Без названия и адреса,,PHARM-fb5a44a66037,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a1057f2e9732,Без названия и адреса,,PHARM-dff4fd63dfbb,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3d4914bd117d,Без названия и адреса,,PHARM-8a6e8d5a9f0c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2d0af79ca2b6,Без названия и адреса,,PHARM-0c59b90a8ce8,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ef1e8f651ac5,Без названия и адреса,,PHARM-82ffba120a5b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-7cdbb0ee522a,Без названия и адреса,,PHARM-0c46bf824c2b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-9b6a6a8da7ce,Без названия и адреса,,PHARM-4f506d463851,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b7cb1b4a5b8c,Без названия и адреса,,PHARM-f6ba2a411768,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c4ae0e6637a7,Без названия и адреса,,PHARM-883e69ba8c41,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6acbd35543e4,Без названия и адреса,,PHARM-c764e4128acc,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d5ab933afb67,Без названия и адреса,,PHARM-0ce4e7efad68,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-194e94f5c40f,Без названия и адреса,,PHARM-09048e058dbb,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-49f467277f03,Без названия и адреса,,PHARM-cd1b5a816071,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ee2663cf739a,Без названия и адреса,,PHARM-760bf6c27148,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3e70330abf85,Без названия и адреса,,PHARM-f3613ea7b050,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-14c051084a5f,Без названия и адреса,,PHARM-35577057f789,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-266ec8dc4c51,Без названия и адреса,,PHARM-580bda2ff9b3,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d689808723c8,Без названия и адреса,,PHARM-19fb5946afde,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c25bf0c10377,Без названия и адреса,,PHARM-f7ef8040d894,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6bc78982c729,Без названия и адреса,,PHARM-59326ab0891b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d237947616e4,Без названия и адреса,,PHARM-7b83dbf0bc30,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-408c9dc6ab4a,Без названия и адреса,,PHARM-f55da0144ac5,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-35948be590da,Без названия и адреса,,PHARM-c6efd0fcea9a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ff83696cb10b,Без названия и адреса,,PHARM-e2fbce2ba683,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-936c1abcea51,Без названия и адреса,,PHARM-dff4699843d3,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0327ddbb4c77,Без названия и адреса,,PHARM-fa92f442ca69,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-872917b22922,Без названия и адреса,,PHARM-e4ccdba8fa91,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-359f237b73ed,Без названия и адреса,,PHARM-a53c8e68143f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-70a1f02e0e5e,Без названия и адреса,,PHARM-ff26100c009e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-704ba93d6dec,Без названия и адреса,,PHARM-c85dbea66c18,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-575777968e49,Без названия и адреса,,PHARM-c5c1334acc06,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-e71591ce9e74,Без названия и адреса,,PHARM-ae3156fa33ea,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a20f7bfed8aa,Без названия и адреса,,PHARM-da2056050b33,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f87a2513b08d,Без названия и адреса,,PHARM-97d7bb4eb6cd,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-39cdc8361d75,Без названия и адреса,,PHARM-9237ecc178ae,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c15e001d7005,Без названия и адреса,,PHARM-e646d5a9736e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2166b6169683,Без названия и адреса,,PHARM-86ac42f45a52,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ad9458e58fef,Без названия и адреса,,PHARM-7fe1b33477f8,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-50f24a34556c,Без названия и адреса,,PHARM-f2313f558bf6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ec36e443ca0a,Без названия и адреса,,PHARM-6451ed270923,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-e2f2dd660cc1,Без названия и адреса,,PHARM-1402aa023754,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f6908cd8a286,Без названия и адреса,,PHARM-c6acb554a2b5,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-7763d62ee993,Без названия и адреса,,PHARM-0a4ebcfe568b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-de81d03fdbfa,Без названия и адреса,,PHARM-834c49fb5e9a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c4850f8295dc,Без названия и адреса,,PHARM-398084fe8881,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-29018944ca7f,Без названия и адреса,,PHARM-ed466a402db2,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-86e9782019f1,Без названия и адреса,,PHARM-99647f5c39f0,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-68734000c1ba,Без названия и адреса,,PHARM-cf65fb15cfa5,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c6b102814dc2,Без названия и адреса,,PHARM-280c88e9b67d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-1c5062a6ca6b,Без названия и адреса,,PHARM-7cdc45a6fd7a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b0fca3c0741c,Без названия и адреса,,PHARM-4a5b95fdd997,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6ccf6b1149fb,Без названия и адреса,,PHARM-68c5e5eb3a67,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-88e1c84f8b55,Без названия и адреса,,PHARM-e801e39579ba,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f07bd264816e,Без названия и адреса,,PHARM-796ab290c36c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3c52fa4a2943,Без названия и адреса,,PHARM-bb74d44494d0,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-263362802101,Без названия и адреса,,PHARM-990407d3de8a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6cbce81fea42,Без названия и адреса,,PHARM-d7850fce3025,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a03f3a9b65aa,Без названия и адреса,,PHARM-b17333bae539,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2c41f6e380b4,Без названия и адреса,,PHARM-86352da68d3c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-cac0e30c4488,Без названия и адреса,,PHARM-3f11f89fd70d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-4b2e6ffd4a9b,Без названия и адреса,,PHARM-784b1ddf5ec4,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-7ef1a6606178,Без названия и адреса,,PHARM-229033a1562b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-7e56e99c2f74,Без названия и адреса,,PHARM-3c9eb6634f8d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-728638e406d0,Без названия и адреса,,PHARM-8e7b3cb7ab46,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a38a635124b2,Без названия и адреса,,PHARM-b35340d37fe8,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-656e3b4b635c,Без названия и адреса,,PHARM-b2800143777f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-e690a8d6fe5f,Без названия и адреса,,PHARM-50cdf1b3bf59,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-723f47dfe412,Без названия и адреса,,PHARM-9e735db0d817,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-efbcca639ecb,Без названия и адреса,,PHARM-afe2cc92d492,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-319375bc5f9c,Без названия и адреса,,PHARM-17c82dca1387,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5b588c710e39,Без названия и адреса,,PHARM-e7692b8a44e5,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2b02d58d217c,Без названия и адреса,,PHARM-4be0ff66574b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2778f19bbf39,Без названия и адреса,,PHARM-c73bd78669f6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-7c3cb9471e95,Без названия и адреса,,PHARM-893a942e09a8,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ae8547ad236f,Без названия и адреса,,PHARM-0ca7ba0d44a4,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-49b9bafe5594,Без названия и адреса,,PHARM-e7f6d928d940,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-062125a99961,Без названия и адреса,,PHARM-559aab86115b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3621ddbf5831,Без названия и адреса,,PHARM-687ae118bf15,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-32231c5f68ba,Без названия и адреса,,PHARM-07189c41c546,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d794720287ea,Без названия и адреса,,PHARM-518abd154d1c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0f632bdbdbc7,Без названия и адреса,,PHARM-15f0a3d94e14,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-46c7710627ad,Без названия и адреса,,PHARM-26cf924ba43b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-13ac0be826a4,Без названия и адреса,,PHARM-b96f876a8dd6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-125c885dff7e,Без названия и адреса,,PHARM-5193d16817c5,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-aea6d05a2b9e,Без названия и адреса,,PHARM-726f468b2f7c,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-f57543b76451,Без названия и адреса,,PHARM-83f7052d2fc2,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-e58dde21171d,Без названия и адреса,,PHARM-9e447df06522,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3466770a1439,Без названия и адреса,,PHARM-5ac9b0b6e141,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-ff57e8f789c9,Без названия и адреса,,PHARM-dc53075aa55b,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-24b979d1593e,Без названия и адреса,,PHARM-daa996d9abd0,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-644a4b63f652,Без названия и адреса,,PHARM-06adcfe1941d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-107757178c39,Без названия и адреса,,PHARM-27f3fed7da9f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-4b5159ed96bd,Без названия и адреса,,PHARM-8a04b96400ad,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-5405b5d3c8d5,Без названия и адреса,,PHARM-e1511e613ae9,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-bd8468ba2ba5,Без названия и адреса,,PHARM-2ea80d36ec4e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-78963bfc1da0,Без названия и адреса,,PHARM-3ca636e09082,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-521f5ca49257,Без названия и адреса,,PHARM-b0ae717ee07a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-38d42d1855e7,Без названия и адреса,,PHARM-717d6c777676,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-8378cfbd04dc,Без названия и адреса,,PHARM-5e6f6e1de2ce,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-64d020404ca0,Без названия и адреса,,PHARM-6d2b0166bc69,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-81ac01896cc2,Без названия и адреса,,PHARM-bb6b2399cf99,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-db306b8985e6,Без названия и адреса,,PHARM-2c4cbb225ca4,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-57ed5460bd22,Без названия и адреса,,PHARM-51561f28581d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-22b5d751b472,Без названия и адреса,,PHARM-77b55d6b898f,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-66a163be2fff,Без названия и адреса,,PHARM-2c578973af5e,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b1064115619c,Без названия и адреса,,PHARM-9ad056bef0b6,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-d607b83706ae,Без названия и адреса,,PHARM-30b282ae73c2,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-3baeeab4a8a0,Без названия и адреса,,PHARM-6368990756e0,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-c05a9ea64ad2,Без названия и адреса,,PHARM-886087a8cb67,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-8e71b6a0ca3e,Без названия и адреса,,PHARM-90530b39370d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-eacf0b15889b,Без названия и адреса,,PHARM-22c19f20f985,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-2dd71d73ebe7,Без названия и адреса,,PHARM-7d43b5b240ed,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-cf21f983e2ee,Без названия и адреса,,PHARM-c5937b5e91d9,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-27bb30421369,Без названия и адреса,,PHARM-c704a5c0e705,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-cab4df3e3a8c,Без названия и адреса,,PHARM-6992e961f986,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-6908ebf90309,Без названия и адреса,,PHARM-1b6d88fad67a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-692100596a2e,Без названия и адреса,,PHARM-7131d4d4f97d,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-45a499bcf438,Без названия и адреса,,PHARM-2775520ba4fa,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-b2f1f77ea6b7,Без названия и адреса,,PHARM-6434e254ee20,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-0ffe5c047c62,Без названия и адреса,,PHARM-1ec92e29eb3a,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-fbf430103386,Без названия и адреса,,PHARM-275597e3b3e3,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-e1de7881a545,Без названия и адреса,,PHARM-55c17233bfff,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-014befc4244d,Без названия и адреса,,PHARM-7a7a2bc898af,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-672e3c79740d,Без названия и адреса,,PHARM-28185c875131,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
QI-a768eb9479df,Без названия и адреса,,PHARM-d7a36b415143,,,Идентифицировать аптеку по карте/полевой проверке,Открыто
